/mnt/wodobrow/loghub_logs/CloudStack/CloudStack.txt
ID=4     : size=155613    : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> SeqA <:*:> <:*:> Seq <:*:> <:CRL:> <:*:> , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=530   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> Unable to establish a connection between Host<:SQBR_CONT:> and org.apache.cloudstack.storage.datastore.PrimaryDataStoreImpl@<:NUM:>f
ID=529   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> alertType:: <:NUM:> <:PATH:> dataCenterId:: <:NUM:> <:PATH:> podId:: <:NUM:> <:PATH:> clusterId:: null <:PATH:> message:: Unable to attach storage pool<:NUM:> to the host<:NUM:>
ID=528   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ...vm.storage.KVMStoragePoolManager.createStoragePool<:PRNTBEG:>KVMStoragePoolManager.java: <:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.execute<:PRNTBEG:>LibvirtComputingResource.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.executeRequest<:PRNTBEG:>LibvirtComputingResource.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.agent.Agent.processRequest<:PRNTBEG:>Agent.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.agent.Agent$AgentRequestHandler.doTask<:PRNTBEG:>Agent.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.utils.nio.Task.run<:PRNTBEG:>Task.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at java.util.concurrent.ThreadPoolExecutor.runWorker<:PRNTBEG:>ThreadPoolExecutor.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at java.util.concurrent.ThreadPoolExecutor$Worker.run<:PRNTBEG:>ThreadPoolExecutor.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at java.lang.Thread.run<:PRNTBEG:>Thread.java:<:NUM:><:PRNTEND:>#<:NUM:>
ID=527   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> Details from executing class com.cloud.agent.api.ModifyStoragePoolCommand: com.cloud.utils.exception.CloudRuntimeException: org.libvirt.LibvirtException: 内部错误 Child process <:PRNTBEG:><:PATH:> <:IP:>:<:PATH:> <:PATH:><:PRNTEND:> unexpected exit status <:NUM:>: mount.nfs: access denied by server while mounting <:IP:>:<:PATH:>#<:NUM:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.storage.LibvirtStorageAdaptor.createStoragePool<:PRNTBEG:>LibvirtStorageAdaptor.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager.createStoragePool<:PRNTBEG:>KVMStoragePoolManager.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.k...
ID=526   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ...hypervisor.kvm.storage.KVMStoragePoolManager.createStoragePool<:PRNTBEG:>KVMStoragePoolManager.java: <:NUM:><:PRNTEND:>\n\tat com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.execute<:PRNTBEG:>LibvirtComputingResource.java:<:NUM:><:PRNTEND:>\n\tat com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.executeRequest<:PRNTBEG:>LibvirtComputingResource.java:<:NUM:><:PRNTEND:>\n\tat com.cloud.agent.Agent.processRequest<:PRNTBEG:>Agent.java:<:NUM:><:PRNTEND:>\n\tat com.cloud.agent.Agent$AgentRequestHandler.doTask<:PRNTBEG:>Agent.java:<:NUM:><:PRNTEND:>\n\tat com.cloud.utils.nio.Task.run<:PRNTBEG:>Task.java:<:NUM:><:PRNTEND:>\n\tat java.util.concurrent.ThreadPoolExecutor.runWorker<:PRNTBEG:>ThreadPoolExecutor.java:<:NUM:><:PRNTEND:>\n\tat java.util.concurrent.ThreadPoolExecutor$Worker.run<:PRNTBEG:>ThreadPoolExecutor.java:<:NUM:><:PRNTEND:>\n\tat java.lang.Thread.run<:PRNTBEG:>Thread.java:<:NUM:><:PRNTEND:>\n","wait":<:NUM:><:CRLEND:><:CRLEND:><:SQBREND:> <:CRLEND:>
ID=525   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Seq <:NUM:><:NUM:>: Processing: <:CRL:> Ans: , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR:><:CRL:>"com.cloud.agent.api.Answer":<:CRL:>"result":false,"details":"com.cloud.utils.exception.CloudRuntimeException: org.libvirt.LibvirtException: 内部错误 Child process <:PRNTBEG:><:PATH:> <:IP:>:<:PATH:> <:PATH:><:PRNTEND:> unexpected exit status <:NUM:>: mount.nfs: access denied by server while mounting <:IP:>:<:PATH:>\n\n\tat com.cloud.hypervisor.kvm.storage.LibvirtStorageAdaptor.createStoragePool<:PRNTBEG:>LibvirtStorageAdaptor.java:<:NUM:><:PRNTEND:>\n\tat com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager.createStoragePool<:PRNTBEG:>KVMStoragePoolManager.java:<:NUM:><:PRNTEND:>\n\tat com.cloud....
ID=290   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Api Discovery Service: Annotation, docstrings, api relation graph processed in <:NUM:> ms
ID=333   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> Notifying management server join event took <:NUM:> ms
ID=332   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> alertType:: <:NUM:> <:PATH:> dataCenterId:: <:NUM:> <:PATH:> podId:: <:NUM:> <:PATH:> clusterId:: null <:PATH:> message:: Management server node <:IP:> is up
ID=331   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> Management server node <:IP:> is up, send alert
ID=330   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> Handle cluster node join alert, joined node: <:IP:>, msidL: <:NUM:>
ID=329   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> Receive cluster alert, EventArgs: com.cloud.cluster.ClusterNodeJoinEventArgs
ID=328   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> Joining node, IP: <:IP:>, msid: <:NUM:>
ID=327   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Cluster-Notification<:NUM:>:ctx<:NUM:>f<:NUM:>ba<:PRNTEND:> Notify management server node join to listeners.
ID=326   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Received a host startup notification com.cloud.agent.api.StartupSecondaryStorageCommand
ID=431   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Now checking for suitable pools under zone: <:NUM:>, pod: <:NUM:>, cluster: <:NUM:>
ID=432   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Checking suitable pools for volume <:PRNTBEG:>Id, Type<:PRNTEND:>: <:PRNTBEG:><:NUM:>,ROOT<:PRNTEND:>
ID=433   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Volume has pool already allocated, checking if pool can be reused, poolId: <:NUM:>
ID=300   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Startup CloudStack management server...
ID=292   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Thread<:NUM:>:<:PRNTEND:> Cluster service servlet container listening on port <:NUM:>
ID=434   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Planner need not allocate a pool for this volume since its READY
ID=430   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> The last host of this VM is UP and has enough capacity
ID=289   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Cluster-Heartbeat<:NUM:>:ctx<:NUM:><:PRNTEND:> Detected management node joined, id:<:NUM:>, nodeIP:<:IP:>
ID=288   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Cluster-Heartbeat<:NUM:>:ctx<:NUM:><:PRNTEND:> No inactive management server node found
ID=287   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Cluster-Heartbeat<:NUM:>:ctx<:NUM:><:PRNTEND:> We are good, no orphan management server msid in host table is found
ID=435   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Trying to find a potenial host and associated storage pools from the suitable host<:PATH:> lists for this VM
ID=285   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start secondary storage vm manager
ID=284   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Cleanup mounted NFS mount points used in previous session
ID=283   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Scheduled direct agent scan task to run at an interval of <:NUM:> seconds
ID=282   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Selector:<:PRNTEND:> NioConnection started and listening on <:IP:><:PATH:>:<:NUM:>
ID=281   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Thread<:NUM:>:<:PRNTEND:> ApiServer listening on port <:NUM:>
ID=279   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Firewall provider list is com.cloud.network.element.VpcVirtualRouterElement@<:NUM:>baff<:NUM:>
ID=278   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start console proxy manager
ID=276   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> LB HealthCheckmanager is getting Started
ID=275   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Started Network Model
ID=407   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>ea<:NUM:>fad ctx<:NUM:>b<:PRNTEND:> VM<:SQBR_CONT:> is stopped on the host. Proceeding to release resource held.
ID=426   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Host has enough CPU and RAM available
ID=424   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> We need to allocate to the last host again, so checking if there is enough reserved capacity
ID=422   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Checking if host: <:NUM:> has enough capacity for requested CPU: <:NUM:> and requested RAM: <:NUM:> , cpuOverprovisioningFactor: <:NUM:>
ID=421   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> This VM has last host_id specified, trying to choose the same host: <:NUM:>
ID=420   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Is ROOT volume READY <:PRNTBEG:>pool already allocated<:PRNTEND:>?: Yes
ID=419   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Trying to allocate a host and storage pools from dc:<:NUM:>, pod:<:NUM:>,cluster:<:NUM:>, requested cpu: <:NUM:>, requested ram: <:NUM:>
ID=418   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> DeploymentPlanner allocation algorithm: com.cloud.deploy.FirstFitPlanner@<:NUM:>d<:NUM:>ea<:NUM:>f
ID=417   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Vol<:SQBR_CONT:> is READY, changing deployment plan to use this pool's dcId: <:NUM:> , podId: <:NUM:> , and clusterId: <:NUM:>
ID=416   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Root volume is ready, need to place VM in volume's cluster
ID=414   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Trying to deploy VM, vm has dcId: <:NUM:> and podId: <:NUM:>
ID=413   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Successfully transitioned to start state for VM<:SQBR_CONT:> reservation id <:CMP:> ad<:NUM:>b<:NUM:><:NUM:>e<:NUM:>-ac<:NUM:><:NUM:>d<:NUM:>fbd<:NUM:>f<:NUM:>
ID=412   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Found a stopped console proxy, bring it up to running pool. proxy vm id : <:NUM:>
ID=411   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Expand console proxy standby capacity for zone zone
ID=410   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>ea<:NUM:>fad ctx<:NUM:>b<:PRNTEND:> Releasing ip address for reservationId<:CMP:>e<:NUM:>dd<:NUM:>cd<:NUM:>-f<:NUM:>d<:NUM:><:NUM:>a<:NUM:>-bb<:NUM:>-bf<:NUM:>b<:NUM:>a<:NUM:>f<:NUM:>b<:NUM:>, instance<:CMP:><:NUM:>
ID=274   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> registering Network.Provider StratosphereSsp
ID=404   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentTaskPool<:NUM:>:ctx<:NUM:>f<:NUM:>a<:NUM:><:PRNTEND:> Console proxy agent disconnected, proxy: v<:NUM:>-VM
ID=428   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> STATS: Can alloc MEM from host: <:NUM:>, used: <:NUM:>, reserved: <:NUM:>, total: <:NUM:>; requested mem: <:NUM:>,alloc_from_last_host?:true ,considerReservedCapacity?: true
ID=389   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>Timer<:NUM:>:ctx-d<:NUM:>a<:NUM:>a<:NUM:><:PRNTEND:> Entering download error state: timeout waiting for response from storage host, TEMPLATE: <:NUM:> at host <:NUM:>
ID=388   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Timer<:NUM:>:ctx-d<:NUM:>a<:NUM:>a<:NUM:><:PRNTEND:> timeout: transitioning to download error state, currstate<:CMP:>NOT_DOWNLOADED, TEMPLATE: <:NUM:> at host <:NUM:>
ID=387   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Timer<:NUM:>:ctx-e<:NUM:>f<:NUM:><:PRNTEND:> NOT_DOWNLOADED first timeout: checking again , TEMPLATE: <:NUM:> at host <:NUM:>
ID=386   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Timer<:NUM:>:ctx-e<:NUM:>f<:NUM:><:PRNTEND:> Scheduling timeout at <:NUM:> ms, TEMPLATE: <:NUM:> at host <:NUM:>
ID=385   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Seq <:NUM:><:NUM:>: Processing: <:CRL:> Ans: , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR:><:CRL:>"com.cloud.agent.api.Answer":<:CRL:>"result":false,"details":"com.cloud.utils.exception.CloudRuntimeException: GetRootDir for <:PATH:> failed due to com.cloud.utils.exception.CloudRuntimeException: Unable to mount <:IP:>:<:PATH:> at <:PATH:> due to mount.nfs: access denied by server while mounting <:IP:>:<:PATH:>\n\tat org.apache.cloudstack.storage.resource.NfsSecondaryStorageResource.getRootDir<:PRNTBEG:>NfsSecondaryStorageResource.java:<:NUM:><:PRNTEND:>\n\tat org.apache.cloudstack.storage.template.DownloadManagerImpl.handleDownloadCommand<:PRNTBEG:>DownloadManagerImpl.java:<:NUM:><:PRNTEND:>\n\tat org.apache.cloudstack.storage.resource.NfsSec...
ID=429   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Host: <:NUM:> has cpu capability <:PRNTBEG:>cpu:<:NUM:>, speed:<:NUM:><:PRNTEND:> to support requested CPU: <:NUM:> and requested speed: <:NUM:>
ID=366   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Downloading template centos<:NUM:>-x<:NUM:>_<:NUM:> to image store <:PATH:>
ID=363   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Access granted to Acct<:SQBR_CONT:> to Domain:<:NUM:>/ by AffinityGroupAccessChecker
ID=356   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Details from executing class com.cloud.agent.api.SecStorageVMSetupCommand:
ID=353   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Successfully programmed secondary storage <:PATH:> in secondary storage VM s<:NUM:>-VM
ID=352   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Details from executing class com.cloud.agent.api.SecStorageSetupCommand: success
ID=172   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Control network setup: cidr<:CMP:><:IP:><:PATH:>; gateway <:CMP:> <:IP:>
ID=461   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Console proxy is not in correct state to be started: Running
ID=464   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ..<:NUM:>","networkkbsread": <:NUM:>,"networkkbswrite":<:NUM:>,"memorytotal":<:NUM:>,"memoryallocated":<:NUM:>,"memoryused":<:NUM:>,"capabilities":"hvm,snapshot","lastpinged":"<:NUM:><:NUM:><:NUM:>T<:NUM:>:<:NUM:>:<:NUM:><:NUM:>","managementserverid":<:NUM:>,"clusterid":"<:NUM:>cdfc<:NUM:>f<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:>c<:NUM:>c<:NUM:>cb<:NUM:>bb<:NUM:>bd","clustername":"cluster","clustertype":"CloudManaged","islocalstorageactive":false,"created":"<:NUM:><:NUM:><:NUM:>T<:NUM:>:<:NUM:>:<:NUM:><:NUM:>","events":"AgentConnected; AgentDisconnected; Ping; ShutdownRequested; StartAgentRebalance; PingTimeout; Remove; HostDown; ManagementServerDown","resourcestate":"Enabled","hahost":false,"jobid":"af<:NUM:>-c<:NUM:><:NUM:>afe-ba<:NUM:>-d<:NUM:>de<:NUM:>efd","jobstatus":<:NUM:><:CRLEND:>
ID=465   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Agent-Handler<:NUM:>:<:PRNTEND:> Lost connection to the server. Dealing with the remaining commands...
ID=467   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentShutdownThread:<:PRNTEND:> Stopping the agent: Reason <:CMP:> sig.kill
ID=468   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx-dd<:NUM:>d<:NUM:><:PRNTEND:> Zone <:NUM:> is not ready to launch console proxy yet
ID=469   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>secstorage<:NUM:>:ctx<:NUM:>c<:NUM:>fd<:PRNTEND:> Zone <:NUM:> is not ready to launch secondary storage VM yet
ID=470   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> agent.properties found at <:PATH:>
ID=471   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Defaulting to using properties file for storage
ID=472   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Defaulting to the constant time backoff algorithm
ID=473   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> VirtualRoutingResource _scriptDir to use: scripts<:PATH:>
ID=474   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> No libvirt.vif.driver specified. Defaults to BridgeVifDriver.
